fecha,precio,costo,categoria,metodo_pago,sucursal,dia_semana,cliente_tipo,tipo_venta,cantidad,ganancia,alta_ganancia
2024-10-02,5926.07,3754.59,postre,debito,centro,Wednesday,recurrente,salon,2,4342.95,1
2024-10-03,5454.41,3697.65,bebida,debito,centro,Thursday,nuevo,delivery,1,1756.76,0
2024-10-04,1863.73,794.91,entrada,debito,centro,Friday,recurrente,salon,1,1068.82,0
2024-10-05,5300.48,3744.25,principal,efectivo,centro,Saturday,nuevo,takeaway,2,3112.45,0
2024-10-06,4926.39,3486.35,principal,debito,palermo,Sunday,recurrente,salon,3,4320.11,1
2024-10-07,5099.86,3641.02,entrada,efectivo,centro,Monday,recurrente,salon,1,1458.84,0
2024-10-08,3707.75,1380.22,postre,debito,centro,Tuesday,nuevo,takeaway,2,4655.05,1
2024-10-09,4676.78,2420.14,postre,efectivo,centro,Wednesday,recurrente,takeaway,2,4513.28,1
2024-10-10,4786.09,3390.29,bebida,debito,centro,Thursday,recurrente,salon,4,5583.21,1
2024-10-11,6425.71,5260.69,principal,credito,centro,Friday,nuevo,salon,3,3495.08,0
2024-10-12,5401.31,3403.68,principal,mp,palermo,Saturday,empresa,salon,1,1997.64,0
2024-10-13,4993.33,3263.34,bebida,efectivo,belgrano,Sunday,recurrente,salon,1,1729.99,0
2024-10-14,6834.76,4314.97,principal,mp,belgrano,Monday,nuevo,salon,4,10079.19,1
2024-10-15,4333.7,675.0,bebida,credito,palermo,Tuesday,nuevo,delivery,1,3658.71,0
2024-10-16,4532.68,2142.64,principal,efectivo,belgrano,Wednesday,nuevo,delivery,2,4780.09,1
2024-10-17,2819.89,1044.21,principal,efectivo,belgrano,Thursday,recurrente,salon,1,1775.69,0
2024-10-18,6882.93,5203.36,principal,mp,palermo,Friday,recurrente,salon,2,3359.14,0
2024-10-19,6157.2,4956.88,principal,efectivo,belgrano,Saturday,nuevo,salon,3,3600.94,0
2024-10-20,6100.22,4934.89,principal,efectivo,centro,Sunday,recurrente,delivery,4,4661.32,1
2024-10-21,5802.68,4705.07,entrada,credito,palermo,Monday,nuevo,salon,2,2195.22,0
2024-10-22,5132.18,3608.91,bebida,credito,palermo,Tuesday,recurrente,takeaway,4,6093.06,1
2024-10-23,5258.59,3757.59,bebida,mp,palermo,Wednesday,recurrente,salon,2,3002.0,0
2024-10-24,4697.59,2376.98,entrada,debito,palermo,Thursday,nuevo,salon,4,9282.45,1
2024-10-25,4755.68,3234.98,entrada,debito,centro,Friday,recurrente,delivery,1,1520.7,0
2024-10-26,5065.16,3403.38,entrada,debito,belgrano,Saturday,recurrente,takeaway,3,4985.36,1
2024-10-27,6814.2,5866.99,bebida,efectivo,centro,Sunday,empresa,delivery,1,947.21,0
2024-10-28,5666.83,2715.62,entrada,credito,palermo,Monday,nuevo,takeaway,2,5902.41,1
2024-10-29,4929.85,2774.96,postre,mp,palermo,Tuesday,recurrente,salon,3,6464.67,1
2024-10-30,4304.73,1252.52,principal,efectivo,belgrano,Wednesday,empresa,salon,3,9156.63,1
2024-10-31,4238.0,1880.18,entrada,debito,centro,Thursday,nuevo,salon,1,2357.82,0
2024-11-01,6923.25,4080.5,principal,debito,palermo,Friday,recurrente,delivery,3,8528.24,1
2024-11-02,5608.02,3981.97,postre,efectivo,centro,Saturday,nuevo,salon,4,6504.23,1
2024-11-03,5081.06,2779.05,entrada,credito,centro,Sunday,nuevo,delivery,1,2302.01,0
2024-11-04,4584.58,890.73,bebida,mp,centro,Monday,empresa,salon,1,3693.85,0
2024-11-05,3669.14,2725.61,principal,efectivo,palermo,Tuesday,nuevo,salon,1,943.53,0
2024-11-06,4919.77,2296.38,principal,credito,centro,Wednesday,nuevo,salon,4,10493.55,1
2024-11-07,6048.39,3059.83,principal,mp,belgrano,Thursday,nuevo,salon,4,11954.24,1
2024-11-08,4528.96,2434.17,postre,efectivo,centro,Friday,recurrente,salon,2,4189.58,1
2024-11-09,4727.31,2391.66,principal,mp,centro,Saturday,recurrente,salon,3,7006.95,1
2024-11-10,4734.76,2039.01,principal,credito,centro,Sunday,nuevo,delivery,3,8087.23,1
2024-11-11,5131.51,3800.72,principal,credito,centro,Monday,recurrente,delivery,4,5323.17,1
2024-11-12,3088.39,996.2,principal,efectivo,belgrano,Tuesday,nuevo,salon,2,4184.38,1
2024-11-13,4717.52,3539.13,bebida,efectivo,belgrano,Wednesday,recurrente,delivery,1,1178.4,0
2024-11-14,3974.73,2658.6,principal,efectivo,belgrano,Thursday,nuevo,salon,2,2632.25,0
2024-11-15,6061.5,4703.6,bebida,mp,centro,Friday,recurrente,salon,4,5431.62,1
2024-11-16,4075.28,2377.67,principal,credito,belgrano,Saturday,empresa,salon,4,6790.45,1
2024-11-17,5692.46,3787.61,principal,efectivo,centro,Sunday,nuevo,delivery,2,3809.69,0
2024-11-18,6829.32,4705.2,principal,debito,centro,Monday,empresa,takeaway,1,2124.12,0
2024-11-19,4623.68,3839.32,postre,efectivo,palermo,Tuesday,recurrente,delivery,1,784.36,0
2024-11-20,4278.11,1059.37,principal,credito,centro,Wednesday,recurrente,salon,4,12874.97,1
2024-11-21,5229.72,2601.25,postre,credito,centro,Thursday,nuevo,delivery,2,5256.94,1
2024-11-22,4997.57,2677.07,entrada,mp,belgrano,Friday,recurrente,salon,4,9281.98,1
2024-11-23,3807.66,2264.23,principal,credito,centro,Saturday,recurrente,takeaway,2,3086.86,0
2024-11-24,5553.1,3817.02,bebida,efectivo,belgrano,Sunday,recurrente,salon,3,5208.26,1
2024-11-25,7418.62,5225.8,principal,debito,palermo,Monday,recurrente,delivery,1,2192.82,0
2024-11-26,4690.27,2595.26,bebida,credito,centro,Tuesday,recurrente,salon,2,4190.02,1
2024-11-27,4756.55,4161.29,bebida,mp,palermo,Wednesday,nuevo,takeaway,4,2381.03,0
2024-11-28,3746.08,1414.59,principal,debito,centro,Thursday,empresa,delivery,2,4662.99,1
2024-11-29,5382.91,1491.13,entrada,efectivo,centro,Friday,recurrente,salon,4,15567.09,1
2024-11-30,3503.63,3028.93,postre,efectivo,centro,Saturday,recurrente,delivery,1,474.7,0
2024-12-01,3671.68,1157.91,postre,efectivo,palermo,Sunday,recurrente,salon,1,2513.77,0
2024-12-02,6535.6,4470.65,principal,efectivo,centro,Monday,nuevo,salon,3,6194.85,1
2024-12-03,3913.46,2193.55,bebida,debito,centro,Tuesday,nuevo,salon,3,5159.73,1
2024-12-04,6297.63,3512.72,principal,efectivo,belgrano,Wednesday,nuevo,salon,3,8354.73,1
2024-12-05,6829.23,5878.75,entrada,debito,belgrano,Thursday,recurrente,delivery,4,3801.93,0
2024-12-06,5311.19,3394.23,entrada,mp,palermo,Friday,recurrente,salon,1,1916.97,0
2024-12-07,5664.07,2812.7,principal,mp,centro,Saturday,recurrente,salon,2,5702.74,1
2024-12-08,7342.7,5684.17,principal,efectivo,palermo,Sunday,recurrente,salon,1,1658.53,0
2024-12-09,4763.93,3264.41,bebida,credito,palermo,Monday,nuevo,delivery,3,4498.55,1
2024-12-10,4288.39,2405.81,entrada,credito,palermo,Tuesday,nuevo,salon,2,3765.17,0
2024-12-11,3376.12,1895.85,entrada,efectivo,centro,Wednesday,nuevo,delivery,1,1480.27,0
2024-12-12,5050.05,2137.63,principal,debito,centro,Thursday,nuevo,salon,2,5824.84,1
2024-12-13,6774.97,5627.27,principal,efectivo,palermo,Friday,nuevo,salon,2,2295.41,0
2024-12-14,6151.51,3723.66,principal,debito,centro,Saturday,nuevo,delivery,4,9711.41,1
2024-12-15,3869.49,2970.17,bebida,debito,belgrano,Sunday,nuevo,salon,2,1798.64,0
2024-12-16,3973.55,1692.25,bebida,credito,palermo,Monday,recurrente,salon,4,9125.2,1
2024-12-17,4394.99,2670.45,bebida,efectivo,palermo,Tuesday,recurrente,salon,4,6898.16,1
2024-12-18,5350.72,5409.34,postre,debito,belgrano,Wednesday,recurrente,salon,3,-175.84,0
2024-12-19,4753.63,2957.93,entrada,credito,palermo,Thursday,empresa,salon,1,1795.7,0
2024-12-20,5257.34,4225.09,entrada,debito,centro,Friday,nuevo,takeaway,1,1032.25,0
2024-12-21,5356.09,3875.83,principal,mp,centro,Saturday,empresa,salon,1,1480.25,0
2024-12-22,4641.47,1734.39,bebida,debito,belgrano,Sunday,recurrente,salon,3,8721.26,1
2024-12-23,4951.79,3955.8,entrada,debito,centro,Monday,recurrente,delivery,4,3983.97,1
2024-12-24,5247.91,4210.88,principal,credito,centro,Tuesday,empresa,salon,4,4148.14,1
2024-12-25,4899.24,2062.62,principal,debito,palermo,Wednesday,recurrente,salon,1,2836.62,0
2024-12-26,5604.23,3720.79,principal,credito,belgrano,Thursday,nuevo,salon,2,3766.88,0
2024-12-27,7245.05,4335.74,principal,efectivo,belgrano,Friday,nuevo,salon,3,8727.93,1
2024-12-28,5710.37,3677.54,principal,efectivo,palermo,Saturday,nuevo,delivery,4,8131.3,1
2024-12-29,5066.97,3901.92,principal,credito,palermo,Sunday,recurrente,salon,3,3495.16,0
2024-12-30,2976.66,1224.37,entrada,debito,centro,Monday,recurrente,delivery,2,3504.57,0
2024-12-31,5465.55,2780.66,principal,mp,centro,Tuesday,recurrente,salon,2,5369.78,1
2025-01-01,2663.99,300.0,principal,efectivo,palermo,Wednesday,nuevo,delivery,3,7091.96,1
2025-01-02,3309.16,1508.52,postre,efectivo,centro,Thursday,nuevo,takeaway,4,7202.55,1
2025-01-03,6025.57,4190.47,principal,mp,belgrano,Friday,recurrente,delivery,3,5505.3,1
2025-01-04,5847.48,4128.47,bebida,debito,centro,Saturday,recurrente,takeaway,2,3438.02,0
2025-01-05,4820.07,3436.34,principal,efectivo,centro,Sunday,nuevo,salon,1,1383.73,0
2025-01-06,2947.99,300.0,bebida,efectivo,belgrano,Monday,nuevo,salon,1,2647.99,0
2025-01-07,4554.38,2749.21,principal,credito,centro,Tuesday,nuevo,salon,1,1805.18,0
2025-01-08,4185.51,3199.55,postre,efectivo,palermo,Wednesday,recurrente,delivery,1,985.96,0
2025-01-09,5764.21,4307.5,bebida,credito,centro,Thursday,recurrente,salon,4,5826.83,1
2025-01-10,7709.28,5386.5,principal,credito,belgrano,Friday,nuevo,delivery,4,9291.1,1
2025-01-11,5260.32,2998.62,principal,credito,centro,Saturday,empresa,salon,2,4523.38,1
2025-01-12,4064.83,2363.53,principal,credito,palermo,Sunday,nuevo,takeaway,1,1701.3,0
2025-01-13,3595.34,2276.42,entrada,mp,belgrano,Monday,nuevo,salon,3,3956.76,1
2025-01-14,4932.69,3115.48,principal,efectivo,centro,Tuesday,nuevo,salon,4,7268.83,1
2025-01-15,4787.85,4192.33,entrada,mp,centro,Wednesday,recurrente,salon,3,1786.56,0
2025-01-16,3618.18,2755.09,principal,credito,centro,Thursday,recurrente,salon,2,1726.18,0
2025-01-17,5139.63,2764.65,principal,efectivo,centro,Friday,recurrente,takeaway,4,9499.92,1
2025-01-18,3618.9,2163.84,bebida,efectivo,belgrano,Saturday,empresa,salon,4,5820.25,1
2025-01-19,6334.53,4264.69,bebida,debito,palermo,Sunday,nuevo,delivery,4,8279.36,1
2025-01-20,6275.18,3598.37,principal,efectivo,belgrano,Monday,nuevo,salon,1,2676.81,0
2025-01-21,6301.7,4034.16,entrada,credito,palermo,Tuesday,nuevo,salon,2,4535.08,1
2025-01-22,4431.14,2616.31,principal,credito,palermo,Wednesday,recurrente,delivery,4,7259.33,1
2025-01-23,5617.42,2285.84,principal,efectivo,centro,Thursday,nuevo,delivery,1,3331.59,0
2025-01-24,4841.52,2560.97,principal,mp,centro,Friday,nuevo,delivery,4,9122.2,1
2025-01-25,4533.43,2988.55,postre,credito,belgrano,Saturday,recurrente,salon,4,6179.51,1
2025-01-26,4593.03,2266.14,postre,debito,belgrano,Sunday,empresa,salon,3,6980.66,1
2025-01-27,3440.34,1346.8,principal,efectivo,palermo,Monday,empresa,salon,3,6280.63,1
2025-01-28,3267.36,2083.35,principal,debito,belgrano,Tuesday,nuevo,salon,1,1184.01,0
2025-01-29,5953.18,4100.67,principal,mp,palermo,Wednesday,recurrente,salon,3,5557.53,1
2025-01-30,4770.52,3089.25,postre,credito,centro,Thursday,recurrente,salon,4,6725.05,1
2025-01-31,5259.71,4874.8,bebida,debito,centro,Friday,empresa,salon,2,769.83,0
2025-02-01,6202.05,4526.13,bebida,credito,palermo,Saturday,nuevo,takeaway,4,6703.7,1
2025-02-02,2920.24,1323.98,bebida,credito,belgrano,Sunday,empresa,delivery,3,4788.78,1
2025-02-03,4059.04,2574.49,bebida,credito,belgrano,Monday,recurrente,salon,1,1484.55,0
2025-02-04,5210.4,4594.17,entrada,efectivo,centro,Tuesday,nuevo,delivery,2,1232.46,0
2025-02-05,5470.51,3925.77,principal,efectivo,centro,Wednesday,recurrente,salon,4,6178.98,1
2025-02-06,4547.51,2776.07,postre,efectivo,centro,Thursday,nuevo,salon,1,1771.44,0
2025-02-07,6235.02,4361.66,principal,credito,centro,Friday,nuevo,delivery,1,1873.36,0
2025-02-08,5252.47,4269.63,principal,efectivo,belgrano,Saturday,recurrente,delivery,1,982.85,0
2025-02-09,3543.94,1288.78,entrada,efectivo,centro,Sunday,recurrente,delivery,1,2255.16,0
2025-02-10,3883.08,2957.85,principal,credito,belgrano,Monday,nuevo,takeaway,3,2775.69,0
2025-02-11,5966.57,4327.59,principal,debito,centro,Tuesday,recurrente,delivery,1,1638.97,0
2025-02-12,5556.6,2817.44,entrada,mp,belgrano,Wednesday,recurrente,delivery,4,10956.64,1
2025-02-13,2721.13,1419.36,principal,efectivo,palermo,Thursday,recurrente,salon,3,3905.31,0
2025-02-14,6617.25,5184.76,principal,efectivo,belgrano,Friday,recurrente,takeaway,3,4297.5,1
2025-02-15,5717.63,3145.29,bebida,efectivo,palermo,Saturday,recurrente,delivery,2,5144.69,1
2025-02-16,6612.01,5088.31,principal,debito,belgrano,Sunday,recurrente,delivery,2,3047.4,0
2025-02-17,4539.56,2953.24,principal,efectivo,centro,Monday,recurrente,delivery,1,1586.32,0
2025-02-18,4645.15,2686.0,bebida,debito,centro,Tuesday,empresa,salon,2,3918.3,1
2025-02-19,3648.25,1093.36,principal,credito,centro,Wednesday,nuevo,salon,2,5109.79,1
2025-02-20,8044.32,7829.55,entrada,debito,belgrano,Thursday,recurrente,takeaway,1,214.76,0
2025-02-21,4789.45,3585.27,principal,credito,belgrano,Friday,recurrente,delivery,4,4816.72,1
2025-02-22,6905.04,5829.48,principal,efectivo,palermo,Saturday,nuevo,takeaway,2,2151.12,0
2025-02-23,4223.25,3203.34,entrada,debito,palermo,Sunday,recurrente,salon,1,1019.91,0
2025-02-24,5196.61,4011.06,principal,mp,centro,Monday,nuevo,delivery,2,2371.1,0
2025-02-25,2994.38,1797.46,principal,mp,belgrano,Tuesday,recurrente,delivery,3,3590.75,0
2025-02-26,4540.56,2524.11,principal,credito,palermo,Wednesday,recurrente,salon,3,6049.35,1
2025-02-27,6180.51,5019.0,principal,mp,palermo,Thursday,recurrente,delivery,1,1161.51,0
2025-02-28,3497.91,1610.0,principal,efectivo,belgrano,Friday,recurrente,salon,2,3775.82,0
2025-03-01,6286.67,4198.68,principal,efectivo,centro,Saturday,recurrente,salon,3,6263.98,1
2025-03-02,5404.69,4128.32,entrada,debito,palermo,Sunday,nuevo,salon,4,5105.45,1
2025-03-03,3747.26,1853.55,principal,debito,palermo,Monday,nuevo,delivery,2,3787.43,0
2025-03-04,4398.08,1423.82,principal,credito,belgrano,Tuesday,recurrente,delivery,3,8922.79,1
2025-03-05,4449.12,2418.08,bebida,debito,centro,Wednesday,empresa,takeaway,2,4062.08,1
2025-03-06,4940.58,3597.66,entrada,efectivo,palermo,Thursday,nuevo,delivery,3,4028.74,1
2025-03-07,4356.63,2603.19,principal,credito,belgrano,Friday,empresa,takeaway,1,1753.44,0
2025-03-08,4007.25,2863.81,entrada,efectivo,palermo,Saturday,nuevo,takeaway,3,3430.32,0
2025-03-09,4634.49,2640.5,postre,mp,centro,Sunday,recurrente,delivery,3,5981.99,1
2025-03-10,3767.73,1350.02,bebida,efectivo,belgrano,Monday,nuevo,salon,4,9670.86,1
2025-03-11,3452.57,2239.13,entrada,efectivo,centro,Tuesday,recurrente,salon,2,2426.88,0
2025-03-12,4942.19,3291.95,bebida,efectivo,centro,Wednesday,nuevo,salon,1,1650.24,0
2025-03-13,6059.45,3463.34,postre,debito,belgrano,Thursday,recurrente,delivery,3,7788.32,1
2025-03-14,3164.75,1720.69,principal,credito,palermo,Friday,nuevo,salon,4,5776.24,1
2025-03-15,5004.21,3069.74,bebida,efectivo,centro,Saturday,nuevo,salon,1,1934.47,0
2025-03-16,4220.05,3152.34,principal,efectivo,belgrano,Sunday,recurrente,delivery,4,4270.83,1
2025-03-17,3827.43,2613.18,postre,credito,palermo,Monday,nuevo,salon,4,4857.0,1
2025-03-18,6024.13,4590.55,entrada,credito,centro,Tuesday,empresa,takeaway,2,2867.15,0
2025-03-19,4378.2,1054.77,principal,efectivo,centro,Wednesday,recurrente,salon,1,3323.42,0
2025-03-20,6797.96,5284.3,principal,debito,belgrano,Thursday,empresa,salon,3,4540.99,1
2025-03-21,4064.19,2635.16,bebida,efectivo,belgrano,Friday,nuevo,salon,1,1429.03,0
2025-03-22,5463.8,4058.04,bebida,efectivo,centro,Saturday,recurrente,salon,1,1405.76,0
2025-03-23,4727.26,3043.18,principal,debito,palermo,Sunday,nuevo,salon,3,5052.24,1
2025-03-24,4095.17,1836.02,entrada,efectivo,palermo,Monday,nuevo,salon,3,6777.45,1
2025-03-25,5705.21,3772.57,principal,mp,centro,Tuesday,nuevo,salon,1,1932.64,0
2025-03-26,4814.02,1573.55,principal,efectivo,centro,Wednesday,recurrente,delivery,1,3240.47,0
2025-03-27,5723.85,3774.2,bebida,credito,palermo,Thursday,recurrente,salon,2,3899.31,0
2025-03-28,4943.25,2130.07,postre,credito,belgrano,Friday,recurrente,takeaway,2,5626.37,1
2025-03-29,3697.02,1703.32,principal,debito,palermo,Saturday,nuevo,delivery,3,5981.09,1
2025-03-30,4877.52,2653.61,principal,debito,centro,Sunday,recurrente,salon,1,2223.91,0
2025-03-31,5062.35,4272.87,postre,efectivo,belgrano,Monday,nuevo,salon,4,3157.92,0
2025-04-01,6150.16,4439.1,entrada,efectivo,palermo,Tuesday,nuevo,takeaway,3,5133.18,1
2025-04-02,3912.48,2160.74,bebida,efectivo,centro,Wednesday,recurrente,salon,4,7006.95,1
2025-04-03,4952.8,3322.87,postre,mp,centro,Thursday,recurrente,delivery,4,6519.72,1
2025-04-04,2933.75,2640.76,principal,efectivo,centro,Friday,recurrente,salon,2,585.97,0
2025-04-05,5781.79,3365.35,postre,efectivo,palermo,Saturday,empresa,salon,3,7249.31,1
2025-04-06,3702.22,2173.23,principal,credito,centro,Sunday,recurrente,salon,3,4586.98,1
2025-04-07,2832.37,1339.02,entrada,debito,centro,Monday,nuevo,salon,3,4480.05,1
2025-04-08,4928.94,3307.56,principal,debito,belgrano,Tuesday,empresa,salon,1,1621.38,0
2025-04-09,6326.82,4686.48,entrada,efectivo,belgrano,Wednesday,recurrente,delivery,4,6561.38,1
2025-04-10,3170.66,1085.69,entrada,efectivo,palermo,Thursday,recurrente,delivery,4,8339.88,1
2025-04-11,3694.36,2784.08,principal,credito,belgrano,Friday,nuevo,salon,2,1820.55,0
2025-04-12,4108.07,2959.8,bebida,efectivo,palermo,Saturday,nuevo,salon,3,3444.81,0
2025-04-13,3644.6,1641.16,principal,efectivo,belgrano,Sunday,recurrente,salon,1,2003.44,0
2025-04-14,5455.31,3553.41,principal,credito,belgrano,Monday,nuevo,delivery,4,7607.63,1
2025-04-15,4031.16,2494.82,bebida,efectivo,palermo,Tuesday,recurrente,salon,1,1536.34,0
2025-04-16,4134.18,2735.92,bebida,mp,palermo,Wednesday,nuevo,salon,1,1398.26,0
2025-04-17,5699.97,4484.06,bebida,efectivo,belgrano,Thursday,recurrente,salon,2,2431.81,0
2025-04-18,4093.38,2334.23,postre,debito,belgrano,Friday,recurrente,takeaway,2,3518.3,0
2025-04-19,5519.34,2892.82,principal,debito,belgrano,Saturday,recurrente,delivery,2,5253.03,1
2025-04-20,3834.34,2774.97,principal,debito,centro,Sunday,nuevo,salon,3,3178.09,0
2025-04-21,3545.43,679.11,principal,credito,centro,Monday,recurrente,delivery,3,8598.97,1
2025-04-22,2797.46,406.67,principal,efectivo,centro,Tuesday,nuevo,salon,1,2390.79,0
2025-04-23,7233.44,5750.52,principal,debito,belgrano,Wednesday,recurrente,salon,2,2965.85,0
2025-04-24,4615.69,2267.54,principal,credito,belgrano,Thursday,recurrente,takeaway,4,9392.61,1
2025-04-25,5292.72,4518.85,entrada,efectivo,palermo,Friday,recurrente,salon,2,1547.74,0
2025-04-26,4962.74,4374.84,principal,debito,palermo,Saturday,recurrente,delivery,3,1763.69,0
2025-04-27,5191.95,4294.8,postre,debito,centro,Sunday,nuevo,takeaway,2,1794.3,0
2025-04-28,5059.62,3546.45,principal,debito,belgrano,Monday,recurrente,salon,4,6052.71,1
2025-04-29,7289.86,5717.65,entrada,debito,palermo,Tuesday,empresa,takeaway,3,4716.64,1
2025-04-30,3753.29,2313.89,bebida,credito,belgrano,Wednesday,empresa,delivery,1,1439.4,0
2025-05-01,3131.05,1261.45,entrada,credito,palermo,Thursday,recurrente,salon,2,3739.19,0
2025-05-02,3785.65,3480.26,bebida,mp,palermo,Friday,nuevo,salon,4,1221.57,0
2025-05-03,3398.35,1251.6,postre,credito,palermo,Saturday,empresa,salon,1,2146.74,0
2025-05-04,5896.35,5089.86,principal,mp,belgrano,Sunday,recurrente,salon,3,2419.47,0
2025-05-05,5984.45,4647.05,principal,credito,belgrano,Monday,nuevo,salon,4,5349.62,1
2025-05-06,3846.42,2335.42,bebida,efectivo,centro,Tuesday,recurrente,salon,1,1511.0,0
2025-05-07,3331.48,2340.82,entrada,efectivo,palermo,Wednesday,recurrente,salon,2,1981.31,0
2025-05-08,4574.24,3733.94,entrada,efectivo,belgrano,Thursday,recurrente,salon,1,840.3,0
2025-05-09,6669.35,5573.61,principal,efectivo,palermo,Friday,recurrente,salon,3,3287.23,0
2025-05-10,1616.52,300.0,principal,efectivo,belgrano,Saturday,nuevo,delivery,4,5266.07,1
2025-05-11,5631.95,3418.96,principal,credito,palermo,Sunday,empresa,delivery,3,6638.96,1
2025-05-12,3709.09,1514.13,principal,credito,belgrano,Monday,empresa,delivery,2,4389.93,1
2025-05-13,6248.44,5144.58,entrada,credito,centro,Tuesday,recurrente,delivery,1,1103.86,0
2025-05-14,3706.49,2460.6,bebida,debito,centro,Wednesday,empresa,takeaway,2,2491.79,0
2025-05-15,4657.5,3501.92,postre,debito,centro,Thursday,nuevo,delivery,4,4622.31,1
2025-05-16,3192.47,1077.6,entrada,efectivo,palermo,Friday,nuevo,salon,2,4229.74,1
2025-05-17,3827.29,3453.48,postre,mp,centro,Saturday,nuevo,salon,1,373.81,0
2025-05-18,6663.01,3996.17,principal,efectivo,belgrano,Sunday,recurrente,delivery,3,8000.51,1
2025-05-19,5984.69,4524.06,postre,debito,belgrano,Monday,empresa,delivery,1,1460.64,0
2025-05-20,4518.0,3266.47,postre,credito,centro,Tuesday,empresa,salon,1,1251.53,0
2025-05-21,3955.79,1918.18,bebida,efectivo,belgrano,Wednesday,nuevo,salon,1,2037.62,0
2025-05-22,2727.43,300.0,entrada,mp,palermo,Thursday,recurrente,takeaway,1,2427.43,0
2025-05-23,4527.61,2487.8,bebida,debito,belgrano,Friday,recurrente,delivery,4,8159.23,1
2025-05-24,4962.92,2425.99,principal,debito,centro,Saturday,nuevo,salon,3,7610.76,1
2025-05-25,4899.13,3005.08,principal,efectivo,belgrano,Sunday,recurrente,delivery,4,7576.2,1
2025-05-26,4887.45,2226.7,principal,efectivo,centro,Monday,recurrente,salon,4,10642.99,1
2025-05-27,3653.83,982.22,principal,credito,palermo,Tuesday,nuevo,salon,4,10686.45,1
2025-05-28,4920.47,3190.11,bebida,efectivo,centro,Wednesday,nuevo,salon,3,5191.09,1
2025-05-29,4953.59,2146.15,principal,efectivo,centro,Thursday,recurrente,takeaway,1,2807.44,0
2025-05-30,6548.67,4633.36,entrada,credito,centro,Friday,recurrente,salon,4,7661.25,1
2025-05-31,7240.08,5379.25,postre,debito,palermo,Saturday,nuevo,delivery,2,3721.65,0
2025-06-01,4835.61,3680.64,principal,credito,palermo,Sunday,recurrente,salon,2,2309.94,0
2025-06-02,4080.43,2482.58,bebida,credito,palermo,Monday,nuevo,salon,4,6391.42,1
2025-06-03,4922.02,2577.71,entrada,credito,palermo,Tuesday,empresa,salon,2,4688.62,1
2025-06-04,4270.85,3389.71,bebida,mp,belgrano,Wednesday,nuevo,salon,2,1762.29,0
2025-06-05,4109.08,1854.34,bebida,credito,belgrano,Thursday,empresa,salon,2,4509.47,1
2025-06-06,4929.62,2885.59,entrada,debito,palermo,Friday,recurrente,salon,2,4088.06,1
2025-06-07,3748.03,1753.74,principal,credito,centro,Saturday,recurrente,delivery,2,3988.59,1
2025-06-08,5727.33,5471.87,entrada,efectivo,palermo,Sunday,recurrente,salon,2,510.91,0
2025-06-09,4875.3,3147.57,principal,efectivo,palermo,Monday,recurrente,salon,2,3455.46,0
2025-06-10,5300.01,3046.23,entrada,efectivo,centro,Tuesday,nuevo,delivery,4,9015.13,1
2025-06-11,4780.47,3514.54,bebida,efectivo,centro,Wednesday,nuevo,takeaway,4,5063.73,1
2025-06-12,4127.29,2264.08,entrada,efectivo,centro,Thursday,nuevo,salon,3,5589.64,1
2025-06-13,3862.45,3727.1,postre,efectivo,palermo,Friday,nuevo,salon,2,270.7,0
2025-06-14,4715.27,2445.29,postre,credito,centro,Saturday,nuevo,salon,2,4539.95,1
2025-06-15,4341.49,3005.19,principal,efectivo,palermo,Sunday,recurrente,salon,2,2672.59,0
2025-06-16,5280.68,2870.73,principal,efectivo,palermo,Monday,recurrente,salon,2,4819.9,1
2025-06-17,4994.68,4484.63,bebida,debito,centro,Tuesday,recurrente,salon,2,1020.1,0
2025-06-18,3365.23,1080.64,entrada,efectivo,centro,Wednesday,recurrente,takeaway,1,2284.59,0
2025-06-19,5080.55,3446.4,principal,credito,belgrano,Thursday,empresa,delivery,4,6536.57,1
2025-06-20,3388.57,1023.24,principal,efectivo,palermo,Friday,recurrente,salon,3,7095.97,1
2025-06-21,4260.23,3108.22,principal,credito,centro,Saturday,nuevo,delivery,2,2304.01,0
2025-06-22,4646.78,3279.7,principal,efectivo,palermo,Sunday,recurrente,salon,2,2734.16,0
2025-06-23,2509.67,300.0,entrada,debito,palermo,Monday,empresa,takeaway,3,6629.02,1
2025-06-24,5109.81,3890.78,principal,mp,centro,Tuesday,nuevo,salon,3,3657.1,0
2025-06-25,5181.18,3875.4,postre,debito,palermo,Wednesday,recurrente,delivery,2,2611.56,0
2025-06-26,4810.37,3203.98,postre,debito,centro,Thursday,recurrente,salon,2,3212.79,0
2025-06-27,4490.82,3406.61,principal,debito,palermo,Friday,recurrente,salon,4,4336.84,1
2025-06-28,4551.68,1918.36,principal,efectivo,belgrano,Saturday,recurrente,delivery,1,2633.32,0
2025-06-29,3828.15,820.64,entrada,efectivo,centro,Sunday,recurrente,salon,2,6015.02,1
2025-06-30,4676.36,3369.23,principal,credito,centro,Monday,nuevo,salon,3,3921.38,1
2025-07-01,4336.87,3745.09,principal,debito,centro,Tuesday,empresa,salon,1,591.78,0
2025-07-02,5110.02,2489.64,principal,credito,palermo,Wednesday,recurrente,delivery,4,10481.54,1
2025-07-03,3555.04,979.16,bebida,debito,centro,Thursday,nuevo,salon,3,7727.62,1
2025-07-04,5282.71,2907.55,principal,credito,palermo,Friday,recurrente,takeaway,2,4750.32,1
